problem_id,plan_index,reward_type,M,q_full,reward_profile,mean_abs_error_m1_vs_m4,mean_abs_error_m1_vs_loo,min_single_reward,max_single_reward,single_reward_range
deepcoder_taco_00929,6,binary,4,0.25,0.0000 | 1.0000 | 0.0000 | 0.0000,0.375,0.5,0.0,1.0,1.0
deepcoder_taco_00929,7,binary,4,0.5,0.0000 | 1.0000 | 1.0000 | 0.0000,0.5,0.6666666666666667,0.0,1.0,1.0
deepcoder_taco_00476,0,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00476,1,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00476,2,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00476,3,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00476,4,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00476,5,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00476,6,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00476,7,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00699,0,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00699,1,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00699,2,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00699,3,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00699,4,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00699,5,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00699,6,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00699,7,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00783,0,binary,4,1.0,1.0000 | 1.0000 | 1.0000 | 1.0000,0.0,0.0,1.0,1.0,0.0
deepcoder_taco_00783,1,binary,4,1.0,1.0000 | 1.0000 | 1.0000 | 1.0000,0.0,0.0,1.0,1.0,0.0
deepcoder_taco_00783,2,binary,4,1.0,1.0000 | 1.0000 | 1.0000 | 1.0000,0.0,0.0,1.0,1.0,0.0
deepcoder_taco_00783,3,binary,4,1.0,1.0000 | 1.0000 | 1.0000 | 1.0000,0.0,0.0,1.0,1.0,0.0
deepcoder_taco_00783,4,binary,4,1.0,1.0000 | 1.0000 | 1.0000 | 1.0000,0.0,0.0,1.0,1.0,0.0
deepcoder_taco_00783,5,binary,4,1.0,1.0000 | 1.0000 | 1.0000 | 1.0000,0.0,0.0,1.0,1.0,0.0
deepcoder_taco_00783,6,binary,4,1.0,1.0000 | 1.0000 | 1.0000 | 1.0000,0.0,0.0,1.0,1.0,0.0
deepcoder_taco_00783,7,binary,4,0.25,0.0000 | 0.0000 | 0.0000 | 1.0000,0.375,0.5,0.0,1.0,1.0
deepcoder_taco_00575,0,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00575,1,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00575,2,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00575,3,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00575,4,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00575,5,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00575,6,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00575,7,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00874,0,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00874,1,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00874,2,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00874,3,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00874,4,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00874,5,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00874,6,binary,4,0.25,0.0000 | 0.0000 | 1.0000 | 0.0000,0.375,0.5,0.0,1.0,1.0
deepcoder_taco_00874,7,binary,4,0.0,0.0000 | 0.0000 | 0.0000 | 0.0000,0.0,0.0,0.0,0.0,0.0
deepcoder_taco_00057,0,binary,4,0.25,1.0000 | 0.0000 | 0.0000 | 0.0000,0.375,0.5,0.0,1.0,1.0
deepcoder_taco_00057,1,binary,4,0.25,0.0000 | 0.0000 | 1.0000 | 0.0000,0.375,0.5,0.0,1.0,1.0
deepcoder_taco_00057,2,binary,4,0.25,0.0000 | 1.0000 | 0.0000 | 0.0000,0.375,0.5,0.0,1.0,1.0
