problem_id,transition,description,base_passed,vanilla_passed,tpr_passed,base_tpr,vanilla_tpr,tpr_tpr,vanilla_vs_base_tpr,tpr_vs_base_tpr,tpr_vs_vanilla_tpr,base_status,vanilla_status,tpr_status,base_plan_found,vanilla_plan_found,tpr_plan_found
deepcoder_taco_00600,FFF,persistent_failure,False,False,False,0.0,0.04950495049504951,0.0,0.04950495049504951,0.0,-0.04950495049504951,RUNTIME_ERROR,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
deepcoder_taco_00605,FFF,persistent_failure,False,False,False,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00617,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,RUNTIME_ERROR,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
deepcoder_taco_00668,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,RUNTIME_ERROR,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
deepcoder_taco_00671,FFF,persistent_failure,False,False,False,0.1,0.1,0.1,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00679,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,RUNTIME_ERROR,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
deepcoder_taco_00691,FFF,persistent_failure,False,False,False,0.030303030303030304,0.0,0.030303030303030304,-0.030303030303030304,0.0,0.030303030303030304,RUNTIME_ERROR,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
deepcoder_taco_00698,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00699,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,RUNTIME_ERROR,RUNTIME_ERROR,WRONG_ANSWER,True,True,True
deepcoder_taco_00716,FFF,persistent_failure,False,False,False,0.0048543689320388345,0.009708737864077669,0.0048543689320388345,0.0048543689320388345,0.0,-0.0048543689320388345,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,WRONG_ANSWER,True,True,True
deepcoder_taco_00726,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00764,FFF,persistent_failure,False,False,False,0.9603960396039604,0.9603960396039604,0.9603960396039604,0.0,0.0,0.0,RUNTIME_ERROR,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
deepcoder_taco_00801,FFF,persistent_failure,False,False,False,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00822,FFF,persistent_failure,False,False,False,0.10256410256410256,0.017094017094017096,0.10256410256410256,-0.08547008547008547,0.0,0.08547008547008547,RUNTIME_ERROR,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00831,FFF,persistent_failure,False,False,False,0.5609756097560976,0.5609756097560976,0.5609756097560976,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00845,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,RUNTIME_ERROR,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
deepcoder_taco_00855,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00864,FFF,persistent_failure,False,False,False,0.03409090909090909,0.03409090909090909,0.03409090909090909,0.0,0.0,0.0,RUNTIME_ERROR,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
deepcoder_taco_00874,FFF,persistent_failure,False,False,False,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.0,0.0,0.0,RUNTIME_ERROR,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
deepcoder_taco_00877,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,RUNTIME_ERROR,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
deepcoder_taco_00881,FFF,persistent_failure,False,False,False,0.9568965517241379,0.7586206896551724,0.9568965517241379,-0.19827586206896552,0.0,0.19827586206896552,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00888,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00892,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,RUNTIME_ERROR,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
deepcoder_taco_00906,FFF,persistent_failure,False,False,False,0.010101010101010102,0.010101010101010102,0.010101010101010102,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00914,FFF,persistent_failure,False,False,False,0.8706896551724138,0.8706896551724138,0.8706896551724138,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00929,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00967,FFF,persistent_failure,False,False,False,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.0,0.0,0.0,TIME_LIMIT_EXCEEDED,TIME_LIMIT_EXCEEDED,TIME_LIMIT_EXCEEDED,True,True,True
deepcoder_taco_00973,FFF,persistent_failure,False,False,False,0.26548672566371684,0.26548672566371684,0.26548672566371684,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_01010,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_01029,FFF,persistent_failure,False,False,False,0.0851063829787234,0.2765957446808511,0.0851063829787234,0.19148936170212766,0.0,-0.19148936170212766,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_01030,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,RUNTIME_ERROR,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
deepcoder_taco_01047,FFF,persistent_failure,False,False,False,0.13793103448275862,0.28735632183908044,0.13793103448275862,0.14942528735632182,0.0,-0.14942528735632182,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_01063,FFF,persistent_failure,False,False,False,0.1509433962264151,0.1509433962264151,0.1509433962264151,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_01065,FFF,persistent_failure,False,False,False,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00098,FPP,common_rl_recovery,False,True,True,0.09090909090909091,1.0,1.0,0.9090909090909091,0.9090909090909091,0.0,WRONG_ANSWER,PASS,PASS,True,True,True
deepcoder_taco_00339,PPP,stable_success,True,True,True,1.0,1.0,1.0,0.0,0.0,0.0,PASS,PASS,PASS,True,True,True
deepcoder_taco_00483,PPP,stable_success,True,True,True,1.0,1.0,1.0,0.0,0.0,0.0,PASS,PASS,PASS,True,True,True
deepcoder_taco_00486,PPP,stable_success,True,True,True,1.0,1.0,1.0,0.0,0.0,0.0,PASS,PASS,PASS,True,True,True
deepcoder_taco_00488,PPP,stable_success,True,True,True,1.0,1.0,1.0,0.0,0.0,0.0,PASS,PASS,PASS,True,True,True
deepcoder_taco_00564,PPP,stable_success,True,True,True,1.0,1.0,1.0,0.0,0.0,0.0,PASS,PASS,PASS,True,True,True
deepcoder_taco_00568,PPP,stable_success,True,True,True,1.0,1.0,1.0,0.0,0.0,0.0,PASS,PASS,PASS,True,True,True
deepcoder_taco_00633,PPP,stable_success,True,True,True,1.0,1.0,1.0,0.0,0.0,0.0,PASS,PASS,PASS,True,True,True
deepcoder_taco_00663,PPP,stable_success,True,True,True,1.0,1.0,1.0,0.0,0.0,0.0,PASS,PASS,PASS,True,True,True
deepcoder_taco_00707,PPP,stable_success,True,True,True,1.0,1.0,1.0,0.0,0.0,0.0,PASS,PASS,PASS,True,True,True
deepcoder_taco_00783,PPP,stable_success,True,True,True,1.0,1.0,1.0,0.0,0.0,0.0,PASS,PASS,PASS,True,True,True
